id,name,acronym,structure_id_path,VolumeInMillimeters_totals,cell_num_totals,density_totals
854,"Primary somatosensory cortex, forelimb region, layer 2/3",S1FL-2/3,"[997, 8, 567, 688, 695, 315, 453, 322, 369, 854]",0.8654531250000002,515,595.064001877629
577,"Primary somatosensory cortex, forelimb region, layer 4",S1FL-4,"[997, 8, 567, 688, 695, 315, 453, 322, 369, 577]",0.6387500000000002,560,876.712328767123
625,"Primary somatosensory cortex, forelimb region, layer 5",S1FL-5,"[997, 8, 567, 688, 695, 315, 453, 322, 369, 625]",0.7164843750000002,131,182.83720423072725
945,"Primary somatosensory cortex, forelimb region, layer 6a",S1FL-6a,"[997, 8, 567, 688, 695, 315, 453, 322, 369, 945]",0.8469531250000002,162,191.2738677243796
1026,"Primary somatosensory cortex, forelimb region, layer 6b",S1FL-6b,"[997, 8, 567, 688, 695, 315, 453, 322, 369, 1026]",0.23782812500000006,36,151.36981801458506
361,"Primary somatosensory cortex, trunk region",S1Tr,"[997, 8, 567, 688, 695, 315, 453, 322, 361]",1.3233750000000004,817,617.3609143288937
1006,"Primary somatosensory cortex, trunk region, layer 1",S1Tr-1,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 1006]",0.17837500000000003,1,5.6061667834618065
670,"Primary somatosensory cortex, trunk region, layer 2/3",S1Tr-2/3,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 670]",0.2951250000000001,40,135.5357899195256
1086,"Primary somatosensory cortex, trunk region, layer 4",S1Tr-4,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 1086]",0.27243750000000005,430,1578.3436568020186
1111,"Primary somatosensory cortex, trunk region, layer 5",S1Tr-5,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 1111]",0.27056250000000004,249,920.3049203049202
9,"Primary somatosensory cortex, trunk region, layer 6a",S1Tr-6a,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 9]",0.20725000000000005,68,328.10615199034976
461,"Primary somatosensory cortex, trunk region, layer 6b",S1Tr-6b,"[997, 8, 567, 688, 695, 315, 453, 322, 361, 461]",0.09962500000000002,29,291.0915934755332
378,Secondary somatosensory cortex,S2,"[997, 8, 567, 688, 695, 315, 453, 378]",6.915343750000002,696,100.64575604068848
873,"Secondary somatosensory cortex, layer 1",S2-1,"[997, 8, 567, 688, 695, 315, 453, 378, 873]",1.0072656250000003,108,107.22097262080196
806,"Secondary somatosensory cortex, layer 2/3",S2-2/3,"[997, 8, 567, 688, 695, 315, 453, 378, 806]",1.4731718750000002,302,204.99984090451085
1035,"Secondary somatosensory cortex, layer 4",S2-4,"[997, 8, 567, 688, 695, 315, 453, 378, 1035]",1.5074062500000003,129,85.57746128490577
1090,"Secondary somatosensory cortex, layer 5",S2-5,"[997, 8, 567, 688, 695, 315, 453, 378, 1090]",1.3182500000000004,46,34.89474682344016
862,"Secondary somatosensory cortex, layer 6a",S2-6a,"[997, 8, 567, 688, 695, 315, 453, 378, 862]",1.2043593750000003,80,66.4253558037857
893,"Secondary somatosensory cortex, layer 6b",S2-6b,"[997, 8, 567, 688, 695, 315, 453, 378, 893]",0.4048906250000001,31,76.56388685215913
44,"Cingulate cortex, area 24a (infralimbic)",A24a (IL),"[997, 8, 567, 688, 695, 315, 44]",2.4372968750000004,880,361.0557290030579
707,"Cingulate cortex, area 24a (infralimbic), layer 1",A24a (IL)-1,"[997, 8, 567, 688, 695, 315, 44, 707]",0.6315000000000002,381,603.3254156769594
556,"Cingulate cortex, area 24a (infralimbic), layer 4",A24a (IL)-2/3,"[997, 8, 567, 688, 695, 315, 44, 556]",0.6350156250000002,201,316.5276444969365
827,"Cingulate cortex, area 24a (infralimbic), layer 5",A24a (IL)-5,"[997, 8, 567, 688, 695, 315, 44, 827]",0.6208437500000001,166,267.3780641264408
1054,"Cingulate cortex, area 24a (infralimbic), layer 6a",A24a (IL)-6a,"[997, 8, 567, 688, 695, 315, 44, 1054]",0.4125156250000001,91,220.59770463240022
1081,"Cingulate cortex, area 24a (infralimbic), layer 6b",A24a (IL)-6b,"[997, 8, 567, 688, 695, 315, 44, 1081]",0.13742187500000003,41,298.3513359863558
1057,Dysgranular insular cortex,DI,"[997, 8, 567, 688, 695, 315, 1057]",1.9020625000000004,221,116.18966253737716
36,"Dysgranular insular cortex, layer 1",DI-1,"[997, 8, 567, 688, 695, 315, 1057, 36]",0.2849062500000001,99,347.482724580454
180,"Dysgranular insular cortex, layer 2/3",DI-2/3,"[997, 8, 567, 688, 695, 315, 1057, 180]",0.5079218750000001,41,80.72107546067
148,"Dysgranular insular cortex, layer 4",DI-4,"[997, 8, 567, 688, 695, 315, 1057, 148]",0.22076562500000005,15,67.94536060584612
187,"Dysgranular insular cortex, layer 5",DI-5,"[997, 8, 567, 688, 695, 315, 1057, 187]",0.4703750000000001,17,36.14137656125431
638,"Dysgranular insular cortex, layer 6a",DI-6a,"[997, 8, 567, 688, 695, 315, 1057, 638]",0.3999062500000001,47,117.52754551848088
662,"Dysgranular insular cortex, layer 6b",DI-6b,"[997, 8, 567, 688, 695, 315, 1057, 662]",0.018187500000000006,2,109.96563573883158
677,Granular insular cortex,GI,"[997, 8, 567, 688, 695, 315, 677]",2.0619531250000005,185,89.72075929223655
897,"Granular insular cortex, layer 1",GI-1,"[997, 8, 567, 688, 695, 315, 677, 897]",0.27307812500000006,49,179.43582994793152
1106,"Granular insular cortex, layer 2/3",GI-2/3,"[997, 8, 567, 688, 695, 315, 677, 1106]",0.4071875000000001,43,105.60245587106675
1010,"Granular insular cortex, layer 4",GI-4,"[997, 8, 567, 688, 695, 315, 677, 1010]",0.3790781250000001,9,23.74180783974279
1058,"Granular insular cortex, layer 5",GI-5,"[997, 8, 567, 688, 695, 315, 677, 1058]",0.4667968750000001,24,51.41422594142258
857,"Granular insular cortex, layer 6a",GI-6a,"[997, 8, 567, 688, 695, 315, 677, 857]",0.4564062500000001,51,111.74255391989041
849,"Granular insular cortex, layer 6b",GI-6b,"[997, 8, 567, 688, 695, 315, 677, 849]",0.07940625000000003,9,113.34120425029512
247,Auditory cortex,Au,"[997, 8, 567, 688, 695, 315, 247]",5.133687500000001,1500,292.18763315842654
1011,"Secondary auditory cortex, dorsal area",AuD,"[997, 8, 567, 688, 695, 315, 247, 1011]",1.5891250000000006,612,385.11759616140944
527,"Secondary auditory cortex, dorsal area, layer 1",AuD-1,"[997, 8, 567, 688, 695, 315, 247, 1011, 527]",0.22193750000000007,22,99.1270064770487
600,"Secondary auditory cortex, dorsal area, layer 2/3",AuD-2/3,"[997, 8, 567, 688, 695, 315, 247, 1011, 600]",0.3435625000000001,253,736.4016736401671
678,"Secondary auditory cortex, dorsal area, layer 4",AuD-4,"[997, 8, 567, 688, 695, 315, 247, 1011, 678]",0.3270625000000001,138,421.93770303840995
252,"Secondary auditory cortex, dorsal area, layer 5",AuD-5,"[997, 8, 567, 688, 695, 315, 247, 1011, 252]",0.35043750000000007,97,276.79686106652395
156,"Secondary auditory cortex, dorsal area, layer 6a",AuD-6a,"[997, 8, 567, 688, 695, 315, 247, 1011, 156]",0.2573750000000001,79,306.9451189898008
243,"Secondary auditory cortex, dorsal area, layer 6b",AuD-16b,"[997, 8, 567, 688, 695, 315, 247, 1011, 243]",0.08875000000000002,23,259.1549295774647
1002,Primary auditory cortex,Au1,"[997, 8, 567, 688, 695, 315, 247, 1002]",1.6808750000000006,588,349.81780322748557
735,"Primary auditory cortex, layer 1",Au1-1,"[997, 8, 567, 688, 695, 315, 247, 1002, 735]",0.23037500000000005,62,269.1264243081931
251,"Primary auditory cortex, layer 2/3",Au1-2/3,"[997, 8, 567, 688, 695, 315, 247, 1002, 251]",0.32050000000000006,294,917.3166926677065
816,"Primary auditory cortex, layer 4",Au1-4,"[997, 8, 567, 688, 695, 315, 247, 1002, 816]",0.3486875000000001,99,283.9218497938698
847,"Primary auditory cortex, layer 5",Au1-5,"[997, 8, 567, 688, 695, 315, 247, 1002, 847]",0.3925625000000001,63,160.4839993631587
954,"Primary auditory cortex, layer 6a",Au1-6a,"[997, 8, 567, 688, 695, 315, 247, 1002, 954]",0.2906250000000001,58,199.56989247311822
1005,"Primary auditory cortex, layer 6b",Au1-6b,"[997, 8, 567, 688, 695, 315, 247, 1002, 1005]",0.09812500000000002,12,122.29299363057322
1018,"Secondary auditory cortex, ventral area",AuV,"[997, 8, 567, 688, 695, 315, 247, 1018]",1.8636875000000004,300,160.9711928636104
959,"Secondary auditory cortex, ventral area, layer 1",AuV-1,"[997, 8, 567, 688, 695, 315, 247, 1018, 959]",0.26175000000000004,48,183.38108882521487
755,"Secondary auditory cortex, ventral area, layer 2/3",AuV-2/3,"[997, 8, 567, 688, 695, 315, 247, 1018, 755]",0.3790625000000001,113,298.10387469084907
990,"Secondary auditory cortex, ventral area, layer 4",AuV-4,"[997, 8, 567, 688, 695, 315, 247, 1018, 990]",0.3961875000000001,37,93.3901246253352
1023,"Secondary auditory cortex, ventral area, layer 5",AuV-5,"[997, 8, 567, 688, 695, 315, 247, 1018, 1023]",0.4153125000000001,50,120.39127163280659
520,"Secondary auditory cortex, ventral area, layer 6a",AuV-6a,"[997, 8, 567, 688, 695, 315, 247, 1018, 520]",0.3126250000000001,37,118.3526589364254
598,"Secondary auditory cortex, ventral area, layer 6b",AuV-6b,"[997, 8, 567, 688, 695, 315, 247, 1018, 598]",0.09875000000000002,15,151.89873417721518
669,Visual cortex,V,"[997, 8, 567, 688, 695, 315, 669]",15.119812500000004,8258,546.170794115337
2170,"Secondary visual cortex, lateral area",V2L,"[997, 8, 567, 688, 695, 315, 669, 2170]",3.427562500000001,1397,407.57827173100407
402,"Secondary visual cortex, lateral area, anterior region",V2La,"[997, 8, 567, 688, 695, 315, 669, 2170, 402]",2.1686250000000005,976,450.05475819931974
1074,"Secondary visual cortex, lateral area, anterior region, layer1",V2La-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 1074]",0.32012500000000005,33,103.08473252635687
905,"Secondary visual cortex, lateral area, anterior region, layer2/3",V2La-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 905]",0.4480625000000001,258,575.8125261542752
1114,"Secondary visual cortex, lateral area, anterior region, layer4",V2La-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 1114]",0.4315000000000001,338,783.3140208574738
233,"Secondary visual cortex, lateral area, anterior region, layer5",V2La-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 233]",0.4872500000000001,222,455.6182657773216
601,"Secondary visual cortex, lateral area, anterior region, layer6a",V2La-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 601]",0.3438125000000001,92,267.58771132521355
649,"Secondary visual cortex, lateral area, anterior region, layer6b",V2La-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 649]",0.13787500000000003,33,239.3472348141432
409,"Secondary visual cortex, lateral area, intermediate region",V2Li,"[997, 8, 567, 688, 695, 315, 669, 2170, 409]",0.8095000000000002,225,277.9493514515132
421,"Secondary visual cortex, lateral area, intermediate region, layer1",V2Li-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 421]",0.11025000000000003,56,507.9365079365078
973,"Secondary visual cortex, lateral area, intermediate region, layer2/3",V2Li-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 973]",0.14756250000000004,44,298.1787378229563
573,"Secondary visual cortex, lateral area, intermediate region, layer4",V2Li-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 573]",0.15506250000000005,32,206.36839983877462
613,"Secondary visual cortex, lateral area, intermediate region, layer5",V2Li-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 613]",0.17518750000000005,51,291.11666072065634
74,"Secondary visual cortex, lateral area, intermediate region, layer6a",V2Li-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 74]",0.18018750000000006,36,199.7918834547346
121,"Secondary visual cortex, lateral area, intermediate region, layer6b",V2Li-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 121]",0.04125000000000001,6,145.4545454545454
425,"Secondary visual cortex, lateral area, posterior region",V2Lp,"[997, 8, 567, 688, 695, 315, 669, 2170, 425]",0.44943750000000016,196,436.10068140731454
750,"Secondary visual cortex, lateral area, posterior region, layer1",V2Lp-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 750]",0.06200000000000001,72,1161.290322580645
269,"Secondary visual cortex, lateral area, posterior region, layer2/3",V2Lp-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 269]",0.09025000000000002,48,531.8559556786702
869,"Secondary visual cortex, lateral area, posterior region, layer4",V2Lp-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 869]",0.09325000000000003,34,364.6112600536192
902,"Secondary visual cortex, lateral area, posterior region, layer15",V2Lp-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 902]",0.12043750000000003,24,199.27348209652305
377,"Secondary visual cortex, lateral area, posterior region, layer6a",V2Lp-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 377]",0.07506250000000002,18,239.80016652789337
393,"Secondary visual cortex, lateral area, posterior region, layer6b",V2Lp-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 393]",0.008437500000000002,0,0.0
2096,"Secondary Visual Cortex, Medial area",V2M,"[997, 8, 567, 688, 695, 315, 669, 2096]",4.083125000000001,2799,685.5043624674727
2097,"Secondary visual cortex, mediolateral area",V2ML,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097]",1.481125,1103,744.7041944467887
2393,"Secondary visual cortex, mediolateral area, layer1",V2ML-1,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2393]",0.23018750000000004,0,0.0
2409,"Secondary visual cortex, mediolateral area, layer2/3",V2ML-2/3,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2409]",0.4123750000000001,0,0.0
2410,"Secondary visual cortex, mediolateral area, layer4",V2ML-4,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2410]",0.18306250000000004,157,857.6305906452712
2411,"Secondary visual cortex, mediolateral area, layer5",V2ML-5,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2411]",0.3538125000000001,688,1944.5327680621795
