id,name,acronym,structure_id_path,VolumeInMillimeters_totals,cell_num_totals,density_totals
677,Granular insular cortex,GI,"[997, 8, 567, 688, 695, 315, 677]",2.0619531250000005,528,256.06789679081567
897,"Granular insular cortex, layer 1",GI-1,"[997, 8, 567, 688, 695, 315, 677, 897]",0.27307812500000006,266,974.0802197173426
1106,"Granular insular cortex, layer 2/3",GI-2/3,"[997, 8, 567, 688, 695, 315, 677, 1106]",0.4071875000000001,82,201.3814274750575
1010,"Granular insular cortex, layer 4",GI-4,"[997, 8, 567, 688, 695, 315, 677, 1010]",0.3790781250000001,40,105.51914595441241
1058,"Granular insular cortex, layer 5",GI-5,"[997, 8, 567, 688, 695, 315, 677, 1058]",0.4667968750000001,31,66.41004184100417
857,"Granular insular cortex, layer 6a",GI-6a,"[997, 8, 567, 688, 695, 315, 677, 857]",0.4564062500000001,75,164.32728517630943
849,"Granular insular cortex, layer 6b",GI-6b,"[997, 8, 567, 688, 695, 315, 677, 849]",0.07940625000000003,34,428.1778827233371
247,Auditory cortex,Au,"[997, 8, 567, 688, 695, 315, 247]",5.133687500000001,2683,522.6262798427056
1011,"Secondary auditory cortex, dorsal area",AuD,"[997, 8, 567, 688, 695, 315, 247, 1011]",1.5891250000000006,946,595.2961535436166
527,"Secondary auditory cortex, dorsal area, layer 1",AuD-1,"[997, 8, 567, 688, 695, 315, 247, 1011, 527]",0.22193750000000007,470,2117.713320191495
600,"Secondary auditory cortex, dorsal area, layer 2/3",AuD-2/3,"[997, 8, 567, 688, 695, 315, 247, 1011, 600]",0.3435625000000001,196,570.4929961797342
678,"Secondary auditory cortex, dorsal area, layer 4",AuD-4,"[997, 8, 567, 688, 695, 315, 247, 1011, 678]",0.3270625000000001,128,391.36250716606145
252,"Secondary auditory cortex, dorsal area, layer 5",AuD-5,"[997, 8, 567, 688, 695, 315, 247, 1011, 252]",0.35043750000000007,83,236.8467986445514
156,"Secondary auditory cortex, dorsal area, layer 6a",AuD-6a,"[997, 8, 567, 688, 695, 315, 247, 1011, 156]",0.2573750000000001,50,194.26906265177266
243,"Secondary auditory cortex, dorsal area, layer 6b",AuD-16b,"[997, 8, 567, 688, 695, 315, 247, 1011, 243]",0.08875000000000002,19,214.08450704225348
1002,Primary auditory cortex,Au1,"[997, 8, 567, 688, 695, 315, 247, 1002]",1.6808750000000006,946,562.8021119952404
735,"Primary auditory cortex, layer 1",Au1-1,"[997, 8, 567, 688, 695, 315, 247, 1002, 735]",0.23037500000000005,513,2226.80412371134
251,"Primary auditory cortex, layer 2/3",Au1-2/3,"[997, 8, 567, 688, 695, 315, 247, 1002, 251]",0.32050000000000006,136,424.33697347893906
816,"Primary auditory cortex, layer 4",Au1-4,"[997, 8, 567, 688, 695, 315, 247, 1002, 816]",0.3486875000000001,104,298.2613371571965
847,"Primary auditory cortex, layer 5",Au1-5,"[997, 8, 567, 688, 695, 315, 247, 1002, 847]",0.3925625000000001,109,277.6627925489571
954,"Primary auditory cortex, layer 6a",Au1-6a,"[997, 8, 567, 688, 695, 315, 247, 1002, 954]",0.2906250000000001,55,189.24731182795693
1005,"Primary auditory cortex, layer 6b",Au1-6b,"[997, 8, 567, 688, 695, 315, 247, 1002, 1005]",0.09812500000000002,29,295.5414012738853
1018,"Secondary auditory cortex, ventral area",AuV,"[997, 8, 567, 688, 695, 315, 247, 1018]",1.8636875000000004,791,424.4273785170528
959,"Secondary auditory cortex, ventral area, layer 1",AuV-1,"[997, 8, 567, 688, 695, 315, 247, 1018, 959]",0.26175000000000004,450,1719.1977077363895
755,"Secondary auditory cortex, ventral area, layer 2/3",AuV-2/3,"[997, 8, 567, 688, 695, 315, 247, 1018, 755]",0.3790625000000001,83,218.9612530915086
990,"Secondary auditory cortex, ventral area, layer 4",AuV-4,"[997, 8, 567, 688, 695, 315, 247, 1018, 990]",0.3961875000000001,77,194.35242151758948
1023,"Secondary auditory cortex, ventral area, layer 5",AuV-5,"[997, 8, 567, 688, 695, 315, 247, 1018, 1023]",0.4153125000000001,86,207.07298720842735
520,"Secondary auditory cortex, ventral area, layer 6a",AuV-6a,"[997, 8, 567, 688, 695, 315, 247, 1018, 520]",0.3126250000000001,60,191.92323070771684
598,"Secondary auditory cortex, ventral area, layer 6b",AuV-6b,"[997, 8, 567, 688, 695, 315, 247, 1018, 598]",0.09875000000000002,35,354.4303797468354
669,Visual cortex,V,"[997, 8, 567, 688, 695, 315, 669]",15.119812500000004,6930,458.3390171009064
2170,"Secondary visual cortex, lateral area",V2L,"[997, 8, 567, 688, 695, 315, 669, 2170]",3.427562500000001,1938,565.4163855509562
402,"Secondary visual cortex, lateral area, anterior region",V2La,"[997, 8, 567, 688, 695, 315, 669, 2170, 402]",2.1686250000000005,1141,526.1398351489999
1074,"Secondary visual cortex, lateral area, anterior region, layer1",V2La-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 1074]",0.32012500000000005,617,1927.372120265521
905,"Secondary visual cortex, lateral area, anterior region, layer2/3",V2La-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 905]",0.4480625000000001,166,370.4840284558515
1114,"Secondary visual cortex, lateral area, anterior region, layer4",V2La-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 1114]",0.4315000000000001,119,275.78215527230583
233,"Secondary visual cortex, lateral area, anterior region, layer5",V2La-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 233]",0.4872500000000001,105,215.49512570548993
601,"Secondary visual cortex, lateral area, anterior region, layer6a",V2La-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 601]",0.3438125000000001,106,308.30758043991995
649,"Secondary visual cortex, lateral area, anterior region, layer6b",V2La-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 402, 649]",0.13787500000000003,28,203.08250226654576
409,"Secondary visual cortex, lateral area, intermediate region",V2Li,"[997, 8, 567, 688, 695, 315, 669, 2170, 409]",0.8095000000000002,524,647.3131562693019
421,"Secondary visual cortex, lateral area, intermediate region, layer1",V2Li-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 421]",0.11025000000000003,289,2621.3151927437634
973,"Secondary visual cortex, lateral area, intermediate region, layer2/3",V2Li-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 973]",0.14756250000000004,57,386.27700127064793
573,"Secondary visual cortex, lateral area, intermediate region, layer4",V2Li-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 573]",0.15506250000000005,53,341.7976622329705
613,"Secondary visual cortex, lateral area, intermediate region, layer5",V2Li-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 613]",0.17518750000000005,51,291.11666072065634
74,"Secondary visual cortex, lateral area, intermediate region, layer6a",V2Li-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 74]",0.18018750000000006,62,344.0860215053762
121,"Secondary visual cortex, lateral area, intermediate region, layer6b",V2Li-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 409, 121]",0.04125000000000001,12,290.9090909090908
425,"Secondary visual cortex, lateral area, posterior region",V2Lp,"[997, 8, 567, 688, 695, 315, 669, 2170, 425]",0.44943750000000016,273,607.4259491030452
750,"Secondary visual cortex, lateral area, posterior region, layer1",V2Lp-1,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 750]",0.06200000000000001,190,3064.5161290322576
269,"Secondary visual cortex, lateral area, posterior region, layer2/3",V2Lp-2/3,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 269]",0.09025000000000002,33,365.6509695290858
869,"Secondary visual cortex, lateral area, posterior region, layer4",V2Lp-4,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 869]",0.09325000000000003,20,214.4772117962466
902,"Secondary visual cortex, lateral area, posterior region, layer15",V2Lp-5,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 902]",0.12043750000000003,14,116.24286455630511
377,"Secondary visual cortex, lateral area, posterior region, layer6a",V2Lp-6a,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 377]",0.07506250000000002,14,186.51124063280594
393,"Secondary visual cortex, lateral area, posterior region, layer6b",V2Lp-6b,"[997, 8, 567, 688, 695, 315, 669, 2170, 425, 393]",0.008437500000000002,2,237.03703703703698
2096,"Secondary Visual Cortex, Medial area",V2M,"[997, 8, 567, 688, 695, 315, 669, 2096]",4.083125000000001,1426,349.2423082810347
2097,"Secondary visual cortex, mediolateral area",V2ML,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097]",1.481125,331,223.47877458013335
2393,"Secondary visual cortex, mediolateral area, layer1",V2ML-1,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2393]",0.23018750000000004,0,0.0
2409,"Secondary visual cortex, mediolateral area, layer2/3",V2ML-2/3,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2409]",0.4123750000000001,0,0.0
2410,"Secondary visual cortex, mediolateral area, layer4",V2ML-4,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2410]",0.18306250000000004,100,546.2615227039944
2411,"Secondary visual cortex, mediolateral area, layer5",V2ML-5,"[997, 8, 567, 688, 695, 315, 669, 2096, 2097, 2411]",0.3538125000000001,177,500.264970853206
