MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.28,2/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,22.27,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.69,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.07,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,22.57,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,20.49,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,17.5,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,15.6,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21.8,2/21/25,DAY_1_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,21.7,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.1,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,23.2,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,20,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,16.4,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21.4,2/22/25,DAY_2_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,22.37,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.08,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,22.65,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,23.4,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,23.1,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,17.11,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21.24,2/27/25,DAY_7_SABLE_FIRST_DAY_VIVARIUM_AFTER_SABLE,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,,2/28/25,STAYED_IN_SABLE_ROOM,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.04,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.8,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.28,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.62,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,,3/1/25,STAYED_IN_SABLE_ROOM,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.92,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,17.37,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21.45,3/1/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.15,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.15,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.11,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,23.81,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,23.28,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.45,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,17.88,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21.85,3/3/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,19.62,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.56,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,21.75,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,23,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.4,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,17.9,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,21,3/5/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.05,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.33,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.42,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,23.86,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,24.19,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.6,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,18.3,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.28,3/7/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,24.43,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.53,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.59,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.35,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,24.6,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.53,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,18.68,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,19.71,3/10/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,22.22,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.52,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.56,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.38,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,24.76,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,19.72,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,18.83,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.82,3/12/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.79,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
