MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,30.3,,314.01,303.93,23.71,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,30.3,,297.23,287.26,23.31,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,6A,H3,370-F,5/21/24,M,CHOW,30.3,,334.09,321.81,34.13,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,6A,I3,370-F,5/21/24,M,CHOW,30.3,,330.86,320.57,38.39,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,6A,J3,370-F,5/21/24,M,CHOW,30.3,,329.61,318.17,33.75,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,30.3,,291.79,283.67,22.42,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,30.3,,305.03,297.38,23.32,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,30.3,,277.25,267.66,22.82,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,30.3,,347.97,336.1,22.9,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,6A,H4,370-F,5/21/24,M,CHOW,30.3,,294.45,281.05,32.5,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,6A,I4,370-F,5/21/24,M,CHOW,30.3,,351.02,338.15,43.45,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,6A,J4,370-F,5/21/24,M,CHOW,30.3,,300.47,290.15,35.22,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,6A,K4,370-F,5/21/24,M,CHOW,30.3,,336.44,325.29,31.59,12/20/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,30.5,,273.72,263.03,22.3,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,30.5,,303.93,291.85,23.36,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,30.5,,287.26,275.73,23.4,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,6A,H3,370-F,5/21/24,M,CHOW,30.5,,321.81,306.92,34.45,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,6A,I3,370-F,5/21/24,M,CHOW,30.5,,320.57,307.01,38.36,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,6A,J3,370-F,5/21/24,M,CHOW,30.5,,318.17,303.33,33.11,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,30.5,,283.67,272.3,22.54,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,30.5,,297.38,285.45,23.73,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,30.5,,267.66,258.08,21.6,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,30.5,,336.1,319.92,22.86,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,6A,H4,370-F,5/21/24,M,CHOW,30.5,,281.05,268.48,31.78,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,6A,I4,370-F,5/21/24,M,CHOW,30.5,,338.15,324.33,42.68,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,6A,J4,370-F,5/21/24,M,CHOW,30.5,,290.15,274.47,36.3,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,6A,K4,370-F,5/21/24,M,CHOW,30.5,,325.29,312.05,31.16,12/23/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,31,,273.72,256.3,22.5,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,31,,303.93,283.41,24.36,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,31,,287.26,269,22.75,12/25/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,31,,365.57,,34.43,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,31,,369.7,,39.04,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,31,,365.43,,33.5,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,31,,283.67,266.23,21.99,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,31,,297.38,279.23,23.21,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,31,,267.66,251.54,21.79,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,31,,336.1,310,23.3,12/25/24,FUR_ISSUES,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,,CAGE_5,230-F,5/21/24,M,CHOW,31,,387,,32.55,12/25/24,FUR_ISSUES,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,31,,382.08,,43.44,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,31,,376.31,,36.76,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,31,,372.51,,30.79,12/25/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,31.3,,256.3,250.05,21.31,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,31.3,,283.41,275.11,23.49,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,31.3,,269,260.99,22.94,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,31.3,,365.57,349.9,33.3,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,31.3,,369.7,359.51,37.49,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,31.3,,365.43,351.71,32.81,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,31.3,,266.23,258.17,21.96,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,31.3,,279.23,271.45,22.81,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,31.3,,251.54,244.76,20.99,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,31.3,,310,299.67,22.4,12/27/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,,CAGE_5,230-F,5/21/24,M,CHOW,31.3,,387,375.76,31.92,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,31.3,,382.08,372.28,41.58,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,31.3,,376.31,364.9,35.25,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,31.3,,372.51,362.01,30.53,12/27/24,,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,31.5,,250.05,239.66,22.34,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,31.5,,275.11,262.26,24.33,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,31.5,,260.99,250.98,22.56,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,31.5,,349.9,337.02,32.63,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,31.5,,359.51,343.55,36.1,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,31.5,,351.71,311.27,33.14,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,31.5,,258.17,247.74,21.9,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,31.5,,271.45,261.45,22.9,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,31.5,,244.76,238.46,16.94,12/30/24,SIGNS_OF_DEHYDRATION,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,31.5,,299.67,283.33,22.83,12/30/24,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,,CAGE_5,230-F,5/21/24,M,CHOW,31.5,,375.76,359.02,31.67,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,31.5,,372.28,356.78,40.86,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,31.5,,364.9,319.1,34.21,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,31.5,,362.01,346.43,29.78,12/30/24,MOCK_INJECTION,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,31.6,,359.7,,32.62,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,31.6,,367.69,,34.67,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,31.6,,369.14,,32.47,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,,CAGE_5,230-F,5/21/24,M,CHOW,31.6,,387.49,,30.48,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,31.6,,399.44,,38.8,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,31.6,,387.8,,33.03,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,31.6,,383.82,,28.07,12/31/24,INJECTION_DAY_1,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,32,,239.66,227.94,21.97,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,32,,262.26,246.78,24.55,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,32,,250.98,237.76,23.19,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,32,,359.7,346.69,31.63,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,32,,367.69,366.37,21.82,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,32,,369.14,368.65,31.33,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,32,,247.74,233.6,22.36,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,32,,261.45,249.74,22.75,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,32,,238.46,221.4,22.37,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,32,,283.33,265.6,23,1/3/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261003,C57BL/6J,1003,,CAGE_5,230-F,5/21/24,M,CHOW,32,,387.49,380.83,25.06,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,32,,399.44,393.33,34.36,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,32,,387.8,386.77,33.62,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,32,,383.82,369.85,29.85,1/3/25,INJECTION_DAY_2,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261005,C57BL/6J,1005,,CAGE_1,230-F,5/21/24,M,CHOW,32.3,,346.69,330.08,31.8,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261006,C57BL/6J,1006,,CAGE_2,230-F,5/21/24,M,CHOW,32.3,,366.37,360,29.5,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261007,C57BL/6J,1007,,CAGE_4,230-F,5/21/24,M,CHOW,32.3,,368.65,361.97,30.1,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261004,C57BL/6J,1004,,CAGE_6,230-F,5/21/24,M,CHOW,32.3,,393.33,376.27,31.65,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475261001,C57BL/6J,1001,,CAGE_7,230-F,5/21/24,M,CHOW,32.3,,386.77,381.8,32.5,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
